mean_u,mean_g,mean_r,mean_i,mean_z,mean_Y,maximum_u,maximum_g,maximum_r,maximum_i,maximum_z,maximum_Y,minimum_u,minimum_g,minimum_r,minimum_i,minimum_z,minimum_Y,std_u,std_g,std_r,std_i,std_z,std_Y
-3.254554380952384,-385.69991093103454,-134.14656563793105,-121.10350117241379,-55.95459222413793,-47.449846754385966,125.182808,660.626343,611.984558,445.737061,381.953735,378.188141,-116.913223,-1100.440063,-681.858887,-530.644592,-422.184509,-422.815094,83.27584183090616,596.5769239789901,451.1808271813897,332.5208849782992,289.27696465934827,292.18229476908226
-2.720397871428572,-1.0198044107142856,-0.7942379821428572,-0.9869663035714284,-0.9002615357142856,-1.7941745714285715,14.509829000000002,9.129021,10.529041,11.330316,9.827934,14.770886,-14.735178,-11.715749,-10.067919,-12.394593,-12.286801,-14.211164000000002,7.062515702705578,5.661101477035289,5.718981407639455,6.392560656046845,6.3495262301959725,7.030447604669892
-0.04808041666666666,0.14105661538461536,2.400870192307692,3.2361639230769237,4.308728078431373,4.539395627450981,5.942166,5.693109,20.994711,33.572102,41.159981,47.310059,-3.45996,-3.3930800000000003,-2.848838,-5.4357989999999985,-5.83631,-19.159811,1.8161272373730588,1.7897669738301898,5.505767103101057,8.1128354564865,10.604821242632953,13.201397334964945
1.7975230416666672,5.717393785714287,9.711531803571429,14.412924321428573,13.13443601785714,10.746137872727273,18.014029,192.244293,220.795212,203.250702,183.633118,141.51328999999996,-3.874349,-3.61841,-2.159753,-4.944036,-15.494463,-10.249387,4.343960509946087,25.731787765100066,31.671372760773764,34.6540796108462,32.772463691560915,25.822132544033433
0.6609479523809525,4.6346367068965515,10.243968155172412,11.086554879310343,9.906101844827583,6.8967415438596475,5.330927,37.170177,106.671692,139.818405,143.600189,109.157585,-6.804703,-2.622109,-2.084535,-2.8002700000000003,-16.543753,-10.86054,2.3412787136996447,8.037328738301888,21.13526293537226,26.04319280622109,26.633303049755963,21.245771820886517
1.287449416666667,0.2286604230769232,0.0416364807692308,0.18722632692307686,0.5957823137254903,-0.5037722156862745,71.678154,8.092285,3.025061,3.990337,13.652751,17.768314,-3.818113,-2.582174,-2.793446,-3.693207,-8.17632,-12.695161,8.6665077914606,1.6784013742021389,1.325623326469063,1.6058219536493876,3.5635877648024423,5.538789051299728
14.888846746031744,46.565932034482756,41.10862529310345,33.61411962068966,25.112238051724137,21.894274456140355,276.159576,1448.715698,1289.85144,1002.724548,737.409363,653.044312,-7.049055,-3.5043839999999995,-3.254089,-3.270371,-5.226799,-13.854152,51.91801227486598,244.82971092412254,215.25020610176293,173.64068229734815,129.2504870066549,113.29396171326557
0.10764496825396824,0.13325989655172416,0.3953154482758621,1.1177044137931036,2.9332224482758615,6.090114842105264,5.241472,5.108418,4.109369,7.900053,17.082548000000006,34.559826,-3.751457,-5.074782,-2.93536,-5.678552,-5.789132,-14.525748000000002,2.0833143680256683,1.7608390114935877,1.3548699982791221,2.630941575366724,4.8287102750063315,10.122378850742637
2.2250605999999995,15.204434488888891,23.12424888888889,26.8124864,23.25165908888889,19.0871482,22.368912,195.06456,231.828339,225.627914,188.361435,150.104599,-3.560047,-8.547652000000001,-3.757573,-4.013668,-9.072731,-13.367912,6.656788234686668,43.68284397842689,57.926234312165406,57.56715656574865,50.50437734086572,39.38899203217961
0.6586519000000001,-0.06503871111111112,1.2581775555555554,0.30249613333333336,-0.5353826222222223,-1.8822086444444444,7.164557,3.3090050000000004,30.658575,4.062335,8.158356,15.606678,-7.061294,-3.843095,-2.3164,-6.4782410000000015,-9.012094,-52.764721,2.8121160201077924,1.5374192860483602,6.0837488754553934,2.520093317302618,4.068032938696127,12.243556547580495
